,5,,9,,4,0,0,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,9,,3,0,0,,,,,9,,9,,0,1,0
,3,,8,,5,0,0,,,,,6,,8,,2,0,0
,6,,9,,3,0,0,,,,,8,,9,,1,0,1
,4,,8,,4,0,0,,,,,7,,8,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,10,,3,0,0,,,,,8,,10,,2,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,5,,9,,4,0,0,,,,,9,,9,,0,1,0
,7,,7,,0,1,0,,,,,9,,7,,2,0,0
,5,,10,,5,0,0,,,,,5,,10,,5,0,0
,3,,7,,4,0,0,,,,,3,,7,,4,0,0
,8,,9,,1,0,1,,,,,7,,9,,2,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,6,,10,,4,0,0,,,,,9,,10,,1,0,1
,6,,6,,0,1,0,,,,,7,,6,,1,0,1
,5,,10,,5,0,0,,,,,6,,10,,4,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,5,,9,,4,0,0,,,,,6,,9,,3,0,0
,8,,10,,2,0,0,,,,,8,,10,,2,0,0
,8,,7,,1,0,1,,,,,8,,7,,1,0,1
,7,,9,,2,0,0,,,,,8,,9,,1,0,1
,5,,9,,4,0,0,,,,,9,,9,,0,1,0
,4,,8,,4,0,0,,,,,4,,8,,4,0,0
,5,,9,,4,0,0,,,,,6,,9,,3,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,9,,7,,2,0,0,,,,,9,,7,,2,0,0
,8,,7,,1,0,1,,,,,8,,7,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,7,,0,1,0,,,,,7,,7,,0,1,0
,7,,3,,4,0,0,,,,,9,,3,,6,0,0
,5,,10,,5,0,0,,,,,8,,10,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,5,,6,,1,0,1,,,,,5,,6,,1,0,1
,9,,8,,1,0,1,,,,,9,,8,,1,0,1
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,6,,8,,2,0,0,,,,,7,,8,,1,0,1
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,7,,0,1,0,,,,,6,,7,,1,0,1
,6,,10,,4,0,0,,,,,8,,10,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,5,,9,,4,0,0,,,,,7,,9,,2,0,0
,5,,9,,4,0,0,,,,,5,,9,,4,0,0
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,5,,8,,3,0,0,,,,,9,,8,,1,0,1
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,3,,9,,6,0,0,,,,,8,,9,,1,0,1
,6,,10,,4,0,0,,,,,9,,10,,1,0,1
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,9,,5,,4,0,0,,,,,7,,5,,2,0,0
,3,,7,,4,0,0,,,,,6,,7,,1,0,1
,5,,8,,3,0,0,,,,,9,,8,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,5,,8,,3,0,0,,,,,6,,8,,2,0,0
,8,,7,,1,0,1,,,,,8,,7,,1,0,1
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,5,,7,,2,0,0,,,,,8,,7,,1,0,1
,4,,9,,5,0,0,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,9,,8,,1,0,1
,5,,9,,4,0,0,,,,,3,,9,,6,0,0
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,7,,7,,0,1,0,,,,,7,,7,,0,1,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,6,,8,,2,0,0,,,,,7,,8,,1,0,1
,6,,10,,4,0,0,,,,,8,,10,,2,0,0
,4,,7,,3,0,0,,,,,7,,7,,0,1,0
,9,,9,,0,1,0,,,,,9,,9,,0,1,0
,7,,8,,1,0,1,,,,,8,,8,,0,1,0
,8,,9,,1,0,1,,,,,9,,9,,0,1,0
,6,,7,,1,0,1,,,,,8,,7,,1,0,1
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,7,,7,,0,1,0,,,,,7,,7,,0,1,0
,5,,7,,2,0,0,,,,,7,,7,,0,1,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,5,,8,,3,0,0,,,,,4,,8,,4,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,8,,8,,0,1,0,,,,,7,,8,,1,0,1
,8,,10,,2,0,0,,,,,7,,10,,3,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,7,,1,0,1,,,,,7,,7,,0,1,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,8,,10,,2,0,0,,,,,8,,10,,2,0,0
,6,,8,,2,0,0,,,,,8,,8,,0,1,0
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,5,,8,,3,0,0,,,,,9,,8,,1,0,1
,3,,10,,7,0,0,,,,,8,,10,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,4,,10,,6,0,0,,,,,9,,10,,1,0,1
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,9,,10,,1,0,1,,,,,7,,10,,3,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,4,,9,,5,0,0,,,,,4,,9,,5,0,0
,6,,9,,3,0,0,,,,,7,,9,,2,0,0
,6,,9,,3,0,0,,,,,9,,9,,0,1,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,3,,8,,5,0,0,,,,,7,,8,,1,0,1
,6,,8,,2,0,0,,,,,8,,8,,0,1,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,5,,10,,5,0,0,,,,,8,,10,,2,0,0
,5,,7,,2,0,0,,,,,8,,7,,1,0,1
,9,,8,,1,0,1,,,,,6,,8,,2,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,6,,7,,1,0,1,,,,,7,,7,,0,1,0
,5,,8,,3,0,0,,,,,7,,8,,1,0,1
,4,,8,,4,0,0,,,,,9,,8,,1,0,1
,5,,8,,3,0,0,,,,,6,,8,,2,0,0
,7,,9,,2,0,0,,,,,9,,9,,0,1,0
,8,,9,,1,0,1,,,,,7,,9,,2,0,0
,7,,9,,2,0,0,,,,,8,,9,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,9,,9,,0,1,0,,,,,9,,9,,0,1,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,3,,8,,5,0,0,,,,,7,,8,,1,0,1
,5,,8,,3,0,0,,,,,8,,8,,0,1,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,5,,9,,4,0,0,,,,,7,,9,,2,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,3,,10,,7,0,0,,,,,7,,10,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,6,,0,1,0,,,,,6,,6,,0,1,0
,9,,9,,0,1,0,,,,,5,,9,,4,0,0
,8,,7,,1,0,1,,,,,8,,7,,1,0,1
,9,,8,,1,0,1,,,,,9,,8,,1,0,1
,5,,10,,5,0,0,,,,,6,,10,,4,0,0
,5,,9,,4,0,0,,,,,8,,9,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,5,,9,,4,0,0,,,,,9,,9,,0,1,0
,6,,10,,4,0,0,,,,,5,,10,,5,0,0
,5,,7,,2,0,0,,,,,6,,7,,1,0,1
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,6,,7,,1,0,1,,,,,7,,7,,0,1,0
,6,,6,,0,1,0,,,,,6,,6,,0,1,0
,6,,8,,2,0,0,,,,,9,,8,,1,0,1
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,3,,9,,6,0,0,,,,,6,,9,,3,0,0
,3,,9,,6,0,0,,,,,8,,9,,1,0,1
,5,,9,,4,0,0,,,,,7,,9,,2,0,0
,6,,10,,4,0,0,,,,,5,,10,,5,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,6,,1,0,1,,,,,7,,6,,1,0,1
,8,,9,,1,0,1,,,,,7,,9,,2,0,0
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,5,,9,,4,0,0,,,,,3,,9,,6,0,0
,6,,9,,3,0,0,,,,,7,,9,,2,0,0
,3,,8,,5,0,0,,,,,8,,8,,0,1,0
,5,,10,,5,0,0,,,,,5,,10,,5,0,0
,7,,9,,2,0,0,,,,,6,,9,,3,0,0
,9,,8,,1,0,1,,,,,9,,8,,1,0,1
,5,,6,,1,0,1,,,,,5,,6,,1,0,1
,5,,8,,3,0,0,,,,,7,,8,,1,0,1
,5,,10,,5,0,0,,,,,6,,10,,4,0,0
,6,,6,,0,1,0,,,,,6,,6,,0,1,0
,7,,9,,2,0,0,,,,,9,,9,,0,1,0
,4,,9,,5,0,0,,,,,5,,9,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,6,,7,,1,0,1,,,,,9,,7,,2,0,0
,5,,8,,3,0,0,,,,,6,,8,,2,0,0
,9,,10,,1,0,1,,,,,9,,10,,1,0,1
,9,,9,,0,1,0,,,,,8,,9,,1,0,1
,5,,10,,5,0,0,,,,,5,,10,,5,0,0
,7,,7,,0,1,0,,,,,6,,7,,1,0,1
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,4,,8,,4,0,0,,,,,8,,8,,0,1,0
,3,,7,,4,0,0,,,,,3,,7,,4,0,0
,9,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,4,,10,,6,0,0,,,,,8,,10,,2,0,0
,7,,9,,2,0,0,,,,,6,,9,,3,0,0
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,5,,9,,4,0,0,,,,,7,,9,,2,0,0
,6,,9,,3,0,0,,,,,7,,9,,2,0,0
,6,,6,,0,1,0,,,,,7,,6,,1,0,1
,5,,7,,2,0,0,,,,,7,,7,,0,1,0
,5,,9,,4,0,0,,,,,5,,9,,4,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,8,,9,,1,0,1,,,,,5,,9,,4,0,0
,6,,10,,4,0,0,,,,,8,,10,,2,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,8,,9,,1,0,1,,,,,7,,9,,2,0,0
,7,,10,,3,0,0,,,,,5,,10,,5,0,0
,8,,10,,2,0,0,,,,,8,,10,,2,0,0
,6,,9,,3,0,0,,,,,8,,9,,1,0,1
,6,,10,,4,0,0,,,,,9,,10,,1,0,1
,8,,9,,1,0,1,,,,,6,,9,,3,0,0
,7,,9,,2,0,0,,,,,8,,9,,1,0,1
,4,,7,,3,0,0,,,,,6,,7,,1,0,1
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,9,,9,,0,1,0,,,,,3,,9,,6,0,0
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,3,,9,,6,0,0,,,,,6,,9,,3,0,0
,9,,9,,0,1,0,,,,,8,,9,,1,0,1
,6,,7,,1,0,1,,,,,7,,7,,0,1,0
,5,,9,,4,0,0,,,,,7,,9,,2,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,7,,5,,2,0,0,,,,,5,,5,,0,1,0
,9,,10,,1,0,1,,,,,9,,10,,1,0,1
,7,,9,,2,0,0,,,,,9,,9,,0,1,0
,5,,9,,4,0,0,,,,,8,,9,,1,0,1
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,8,,8,,0,1,0,,,,,8,,8,,0,1,0
,4,,7,,3,0,0,,,,,5,,7,,2,0,0
,3,,8,,5,0,0,,,,,7,,8,,1,0,1
,6,,9,,3,0,0,,,,,7,,9,,2,0,0
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,,,,,2.291803279,32,91,,,,,,,,,1.809836066,49,108
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,accuracy,accuracy(fuzzy),MAE,,,,,,,,,,
,,,,,Group2,10.4918032786885%,40.327868852459%,1.145901639,,,,,,,,,16.0655737704918%,51.4754098360656%
,,,,,Group4,16.0655737704918%,51.4754098360656%,0.904918033,,,,,,,,,,
,,,,,Group3,13.1147540983607%,37.3770491803279%,,,,,,,,,,,
,,,,,Group1,1.31147540983607%,9.83606557377049%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Group3,7,,10,,3,0,0,,,,Group1,3,,10,,7,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,7,,8,,1,0,1,,,,,6,,8,,2,0,0
,9,,9,,0,1,0,,,,,4,,9,,5,0,0
,3,,7,,4,0,0,,,,,6,,7,,1,0,1
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,8,,8,,0,1,0,,,,,6,,8,,2,0,0
,3,,10,,7,0,0,,,,,4,,10,,6,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,5,,10,,5,0,0,,,,,5,,10,,5,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,8,,8,,0,1,0,,,,,6,,8,,2,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,8,,8,,0,1,0,,,,,6,,8,,2,0,0
,7,,9,,2,0,0,,,,,3,,9,,6,0,0
,4,,7,,3,0,0,,,,,4,,7,,3,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,9,,9,,0,1,0,,,,,3,,9,,6,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,6,,10,,4,0,0,,,,,5,,10,,5,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,9,,7,,2,0,0,,,,,7,,7,,0,1,0
,9,,9,,0,1,0,,,,,3,,9,,6,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,5,,7,,2,0,0,,,,,3,,7,,4,0,0
,6,,8,,2,0,0,,,,,7,,8,,1,0,1
,7,,8,,1,0,1,,,,,4,,8,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,3,,10,,7,0,0,,,,,3,,10,,7,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,3,,9,,6,0,0
,5,,10,,5,0,0,,,,,3,,10,,7,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,5,,9,,4,0,0,,,,,4,,9,,5,0,0
,8,,9,,1,0,1,,,,,8,,9,,1,0,1
,7,,3,,4,0,0,,,,,5,,3,,2,0,0
,6,,10,,4,0,0,,,,,4,,10,,6,0,0
,7,,10,,3,0,0,,,,,6,,10,,4,0,0
,8,,7,,1,0,1,,,,,4,,7,,3,0,0
,8,,10,,2,0,0,,,,,7,,10,,3,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,8,,9,,1,0,1,,,,,6,,9,,3,0,0
,5,,9,,4,0,0,,,,,4,,9,,5,0,0
,8,,7,,1,0,1,,,,,6,,7,,1,0,1
,7,,9,,2,0,0,,,,,6,,9,,3,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,6,,7,,1,0,1,,,,,5,,7,,2,0,0
,5,,7,,2,0,0,,,,,4,,7,,3,0,0
,6,,10,,4,0,0,,,,,5,,10,,5,0,0
,6,,10,,4,0,0,,,,,4,,10,,6,0,0
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,5,,10,,5,0,0,,,,,6,,10,,4,0,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,3,,9,,6,0,0,,,,,5,,9,,4,0,0
,5,,9,,4,0,0,,,,,3,,9,,6,0,0
,9,,8,,1,0,1,,,,,6,,8,,2,0,0
,3,,9,,6,0,0,,,,,3,,9,,6,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,5,,9,,4,0,0,,,,,4,,9,,5,0,0
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,4,,9,,5,0,0
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,8,,9,,1,0,1,,,,,6,,9,,3,0,0
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,5,,8,,3,0,0,,,,,6,,8,,2,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,7,,7,,0,1,0,,,,,6,,7,,1,0,1
,5,,10,,5,0,0,,,,,3,,10,,7,0,0
,7,,7,,0,1,0,,,,,4,,7,,3,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,7,,9,,2,0,0,,,,,7,,9,,2,0,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,5,,6,,1,0,1,,,,,6,,6,,0,1,0
,3,,10,,7,0,0,,,,,5,,10,,5,0,0
,7,,8,,1,0,1,,,,,3,,8,,5,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,5,,10,,5,0,0,,,,,3,,10,,7,0,0
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,8,,9,,1,0,1,,,,,7,,9,,2,0,0
,5,,9,,4,0,0,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,10,,4,0,0,,,,,6,,10,,4,0,0
,8,,7,,1,0,1,,,,,6,,7,,1,0,1
,6,,7,,1,0,1,,,,,5,,7,,2,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,7,,0,1,0,,,,,5,,7,,2,0,0
,5,,3,,2,0,0,,,,,1,,3,,2,0,0
,8,,10,,2,0,0,,,,,3,,10,,7,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,5,,6,,1,0,1,,,,,3,,6,,3,0,0
,9,,8,,1,0,1,,,,,4,,8,,4,0,0
,3,,9,,6,0,0,,,,,5,,9,,4,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,8,,2,0,0,,,,,6,,8,,2,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,7,,7,,0,1,0,,,,,5,,7,,2,0,0
,8,,10,,2,0,0,,,,,6,,10,,4,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,5,,7,,2,0,0,,,,,5,,7,,2,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,5,,9,,4,0,0,,,,,3,,9,,6,0,0
,3,,7,,4,0,0,,,,,3,,7,,4,0,0
,8,,8,,0,1,0,,,,,1,,8,,7,0,0
,8,,8,,0,1,0,,,,,6,,8,,2,0,0
,6,,9,,3,0,0,,,,,5,,9,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,8,,10,,2,0,0,,,,,6,,10,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,6,,5,,1,0,1,,,,,3,,5,,2,0,0
,6,,7,,1,0,1,,,,,5,,7,,2,0,0
,8,,8,,0,1,0,,,,,4,,8,,4,0,0
,2,,9,,7,0,0,,,,,3,,9,,6,0,0
,8,,8,,0,1,0,,,,,4,,8,,4,0,0
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,7,,9,,2,0,0,,,,,6,,9,,3,0,0
,6,,7,,1,0,1,,,,,6,,7,,1,0,1
,3,,9,,6,0,0,,,,,3,,9,,6,0,0
,8,,8,,0,1,0,,,,,5,,8,,3,0,0
,3,,9,,6,0,0,,,,,3,,9,,6,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
,6,,7,,1,0,1,,,,,5,,7,,2,0,0
,5,,8,,3,0,0,,,,,3,,8,,5,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,3,,10,,7,0,0,,,,,4,,10,,6,0,0
,7,,7,,0,1,0,,,,,3,,7,,4,0,0
,6,,9,,3,0,0,,,,,6,,9,,3,0,0
,5,,8,,3,0,0,,,,,5,,8,,3,0,0
,9,,9,,0,1,0,,,,,6,,9,,3,0,0
,3,,7,,4,0,0,,,,,6,,7,,1,0,1
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,6,,7,,1,0,1,,,,,5,,7,,2,0,0
,7,,7,,0,1,0,,,,,6,,7,,1,0,1
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,5,,9,,4,0,0,,,,,3,,9,,6,0,0
,4,,8,,4,0,0,,,,,5,,8,,3,0,0
,7,,9,,2,0,0,,,,,5,,9,,4,0,0
,6,,8,,2,0,0,,,,,5,,8,,3,0,0
,7,,8,,1,0,1,,,,,5,,8,,3,0,0
,6,,10,,4,0,0,,,,,3,,10,,7,0,0
,4,,8,,4,0,0,,,,,4,,8,,4,0,0
,8,,9,,1,0,1,,,,,6,,9,,3,0,0
,7,,8,,1,0,1,,,,,7,,8,,1,0,1
